"id","application_stage","application_stage_reason","sample_group","market_scope","company","title","city","category","degree","experience","employment_type","normalized_tech_stack","unmapped_tech_stack","tech_stack","requirements_summary","fit_note","source_type","source_url","posted_at","evidence_checked_at"
"J088","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","Genesis","Senior Data Collection Operator","San Francisco Bay Area","机器人数据采集与可靠性测试","未注明","要求有机器人或具身AI数据采集实战，年限未注明","全职","Python; Linux/Ubuntu; 遥操作/Teleop","任务与SOP设计; 硬件装配与排障; 可靠性测试; 数据质量复核","Linux; Python脚本; 遥操作; 任务与SOP设计; 硬件装配与排障; 可靠性测试; 数据质量复核","使用手套、相机和机器人硬件采集高质量示教，从模糊需求搭建任务、道具与 SOP，与模型团队迭代数据请求，并支持真机可靠性测试和现场质量标准化。","候选人具备设备调试、脚本化和交付意识，但尚无具身数据采集履历；完成可复现的机械臂采集与可靠性测试后，可用于证明从设备到数据的执行能力。","企业官方招聘系统（Ashby）","https://jobs.ashbyhq.com/genesis/3804635c-b86b-430f-9314-c9c92c85e6df","未注明","2026-07-31"
"J089","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","Dyna Robotics","Data Collection Operator","Redwood City, CA","机器人数据采集","专科或本科（或同等经历）","未注明","合同制","Linux/Ubuntu; 机器人真机/系统集成; 遥操作/Teleop","数据标注; 性能报告; 命令行/Bash; 实验室安全","机械臂遥操作; 数据标注; 性能报告; 命令行/Bash; Linux; 实验室安全","通过遥操作控制机械臂执行多种任务，确保数据及标注完整，记录机器人表现并反馈任务迭代；重视手部操作、细节、流程执行和基础 Linux/命令行能力。","技术门槛较低但能积累真实机器人数据经验；对候选人而言更有价值的是在个人项目中覆盖同类职责，而非把它作为长期岗位定位。","企业官方招聘系统（Ashby）","https://jobs.ashbyhq.com/dyna-robotics/3dc6a8a5-98fe-4e33-8a61-08ccff952985","未注明","2026-07-31"
"J090","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","Dyna Robotics","Ego Data Collector","Redwood City, CA","第一视角数据采集","未注明","未注明","60天临时岗位","数据采集","SOP; 工位与设备搭建; 数据质量检查; 生产率指标; 安全规范","第一视角数据采集; SOP; 工位与设备搭建; 数据质量检查; 生产率指标; 安全规范","严格按 SOP 搭建工位、物体和设备，稳定执行第一视角数据采集，报告设备/流程问题，并持续满足准确性、一致性和产量要求。","该岗位说明具身智能数据生产也需要标准化运营；候选人的项目应提供采集 SOP、校准清单、无效样本规则和日常质量统计，而不仅是展示模型能运行。","企业官方招聘系统（Ashby）","https://jobs.ashbyhq.com/dyna-robotics/4175832f-27f9-483a-ae74-fbdda2138831","未注明","2026-07-31"
"J091","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","Physical Intelligence","Shift Lead","San Francisco, CA","机器人数据运营与质量管理","STEM、运营等相关本科或同等实践经验","3至5年","全职","数据采集","工位可用性管理; 质量缺陷闭环; 标准作业; 跨班次交接; 安全与持续改进","机器人数据采集运营; 工位可用性管理; 质量缺陷闭环; 标准作业; 跨班次交接; 安全与持续改进","负责机器人数据采集现场的人员、工位、道具、产量和质量，在中断时调度资源并纠偏缺陷；建立研究、软硬件与现场操作员之间的紧密反馈环。","这是运营管理而非开发岗位，但揭示了数据闭环对工位可用性、质量、交接和安全的要求；候选人可把这些要素转化为开源项目的运维面板和流程文档。","企业官方招聘系统（Ashby）","https://jobs.ashbyhq.com/physicalintelligence/e501e135-9407-4b14-a8e8-c131f89be61d","未注明","2026-07-31"
"J092","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","Revel Robotics","Data Collection Operations Lead","Prague, Czech Republic","机器人数据运营与质量管理","未注明","要求运营、实验室或生产管理经验，年限未注明","全职","数据采集","数据质量与吞吐; 标注SOP; 操作员排班; 精益/持续改进; 硬件工具","穿戴式示教数据采集; 数据质量与吞吐; 标注SOP; 操作员排班; 精益/持续改进; 硬件工具","运行穿戴式设备的大规模示教采集，负责采集会话、人员、协议、数据质量、标注 SOP 与吞吐指标，并与机器学习及软件团队对齐数据需求。","不属于候选人的目标开发岗，但对项目设计很有价值：除技术实现外，应量化每小时有效 episode、拒收率、操作者差异和流程改进效果。","企业官方招聘系统（Ashby）","https://jobs.ashbyhq.com/revelrobotics/404ecab0-1686-4a7c-b610-11c2d02cb68f","未注明","2026-07-31"
"J093","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","MaxInsights Corporation","Technical Project Manager","Santa Clara, CA","机器人数据项目与交付","未注明","2至5年项目或项目群管理经验","全职","","机器人数据规格; 采集与标注; 多级质量验证; 时序对齐; 生产追踪系统; 流程自动化; 跨区域交付","机器人数据规格; 采集与标注; 多级质量验证; 时序对齐; 生产追踪系统; 流程自动化; 跨区域交付","端到端交付机器人训练数据项目，将传感器、模态和动作空间需求转化为采集、仿真与标注规格，建设生产监控和多级验证，保证数据帧时序、标签准确率及 SLA。","候选人的跨设备、APP、平台交付经验可迁移到技术项目/解决方案方向；若不走纯算法，可重点强化需求拆解、验收指标、数据质量和跨团队交付叙述。","企业官方招聘系统（Ashby）","https://jobs.ashbyhq.com/maxinsights/547e967f-6d2e-4337-8a90-6b24000a3d0a","未注明","2026-07-31"
"J094","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","Foundry Robotics","Strategic Projects Lead","San Francisco, CA","机器人数据项目与质量体系","未注明","3至5年","全职","Python; VLA 族; 相机/传感器/标定; 数据采集; SQL/数据库","UMI/GoPro/VR采集设备; 数据验收规则; 数据治理; 质量仪表板","UMI/GoPro/VR采集设备; 相机与夹爪标定; 数据验收规则; 数据治理; SQL/Python; 质量仪表板; VLA训练数据","从零建立机器人数据采集项目，管理 UMI、相机及 VR 设备，负责标定漂移、任务规格、拒收规则、SOP、数据治理和可用小时等指标，并连接模型团队与生产现场。","该岗位把“可展示项目”具体化为设备管理、标定、QA 和指标四部分；候选人的全栈平台能力可用于构建这些工具，但需先获得机械臂和传感器实操证据。","企业官方招聘系统（Ashby）","https://jobs.ashbyhq.com/foundry-robotics/1029d615-da36-4cf2-a6a1-6f93b150fa49","未注明","2026-07-31"
"J095","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","OpenAI","Field Engineer","San Francisco, CA","机器人数据现场工程","未注明","未注明","未注明","数据采集","机器人工作站; 软硬件故障诊断; 运维工具; SOP与支持流程; 现场可靠性","机器人工作站; 数据采集运维; 软硬件故障诊断; 运维工具; SOP与支持流程; 现场可靠性","维护大规模真实机器人数据采集环境中工作站的日常技术健康，跨软硬件诊断故障，并建设工具、文档和支持流程，降低停机时间、提升操作员与技术员效率。","该职责与候选人的设备调试、日志、远程维护和项目交付高度相似，是值得关注的机器人现场/系统工程类型；短板是机械臂工作站和机器人安全实战。","企业官方招聘系统（Ashby）","https://jobs.ashbyhq.com/openai/d8ebcb30-c789-4e75-bf9b-a1e3fb09dd2f/","未注明","2026-07-31"
"J096","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","Dyna Robotics","Deployment Engineer","Redwood City, CA","机器人端云与现场部署","未注明","未注明","全职","Linux/Ubuntu; CUDA/GPU; Docker/容器; IPC/网络编程; CAN","DHCP/DNS/VLAN/WiFi; Tailscale/WireGuard; GStreamer; Grafana/Datadog","Linux/systemd/SSH; Docker; DHCP/DNS/VLAN/WiFi; Tailscale/WireGuard; GPU/nvidia-smi; CAN/SocketCAN; GStreamer; Grafana/Datadog","负责在线机器人站点、网络、推理服务器和模型版本的部署/回滚与故障响应，排查容器、GPU、上传队列、CAN 电机、相机及客户网络问题，并沉淀监控、脚本、runbook 和事故复盘。","这是本样本中与候选人最贴近的目标之一：4G、网络、嵌入式 Linux、设备平台和现场交付均可迁移。应重点补 Docker/systemd、GPU 推理、SocketCAN、相机管线和机器人换件调试。","企业官方招聘系统（Ashby）","https://jobs.ashbyhq.com/dyna-robotics/869b09e4-33cd-48a7-b937-3f3cbcec6b92","未注明","2026-07-31"
"J097","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","Sereact","Deployment Robotics Engineer (m/f/d)","Stuttgart, Germany","机器人现场部署与集成","未注明","3年以上机器人、自动化设备或工业机械部署经验","全职","Python; C++; ROS 生态; ROS 2; 相机/传感器/标定; Docker/容器","六轴机器人/AMR; 机械/电气/软件排障; 现场调试与验收","ROS2; Python/C++; Docker; 六轴机器人/AMR; 传感器与布线; 机械/电气/软件排障; 现场调试与验收","领导 AI 机器人在客户现场的安装、集成、调试和上线，协调内部团队与客户，跨机械、电气、软件处理问题；要求机器人工作站实操、Python/C++，ROS2 和 Docker 为关键技能。","候选人的交付和软硬件联调能力有基础，但缺少工业机器人部署年限；可通过同学机械臂项目补 ROS2、六轴臂、传感器布线、安全检查及标准化验收。","企业官方招聘系统（Ashby）","https://jobs.ashbyhq.com/sereact/a8755452-ace3-4d71-bdf1-4659feb43496","未注明","2026-07-31"
"J098","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","Collaborative Robotics","Deployment Engineer","United States（远程，偏中西部）","机器人现场部署与集成","工程或供应链相关本科","要求有系统部署与集成经验，年限未注明","全职","Python; Linux/Ubuntu; ROS 生态; Git/CI/CD","电气与机械调试; 网络/WiFi/VPN; 数据可视化; 现场测试","Linux; Python; Git; 电气与机械调试; ROS; 网络/WiFi/VPN; 数据可视化; 现场测试","在客户现场完成协作机器人部署准备、软硬件测试、故障处理、部件替换和改装，创建流程及培训文档，并以 Linux、Python、Git 和数据分析支撑规模化交付。","与候选人的系统交付、设备通信和技术文档能力较匹配；需通过开源项目补真实机械臂调试、ROS、基础电气/机械维护和可量化现场测试。","企业官方招聘系统（Ashby）","https://jobs.ashbyhq.com/cobot/d763de1c-079a-4f0a-b903-0ec1f21a2da0","未注明","2026-07-31"
"J099","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","Summer Robotics","Field Applications Engineer (Mid - Sr. Levels)","Campbell, CA","Jetson机器人视觉部署与测试","工程、计算机或相关专业本科","5年以上复杂技术系统实操经验","全职","Python; Linux/Ubuntu; 边缘推理; Jetson; 相机/传感器/标定; 嵌入式/MCU/RTOS","3D视觉/点云; Fanuc/KUKA/UR/ABB/Omron; 测试工站","NVIDIA Jetson; Linux; Python; 3D视觉/点云; 机器人标定; Fanuc/KUKA/UR/ABB/Omron; ARM嵌入式系统; 测试工站","在客户现场部署和验证 3D 视觉软硬件，确保 NVIDIA Jetson 可靠运行，通过日志和实验排障；搭建测试工站，评估不同材料/工况，并开发机器人配置、标定、路径和 AI 工作流工具。","岗位把候选人的嵌入式应用、Linux、设备联调与 Jetson/机器人视觉连接起来，路径较合理；需要补点云、相机标定、Jetson 部署和至少一种工业机械臂。","企业官方招聘系统（Ashby）","https://jobs.ashbyhq.com/summer-robotics/6353839f-a8b4-4cca-9eea-f9729d905a11/","未注明","2026-07-31"
"J100","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","Skydio","Deployment Engineer - Northeast","United States Northeast（远程与客户现场）","机器人端云联网与部署","未注明","3年以上云连接设备支持经验","全职","Linux/Ubuntu","WiFi/蜂窝网络; 云应用; IP网络排障; REST API; 脚本; 自主无人机/机器人; 远程运维","WiFi/蜂窝网络; Linux; 云应用; IP网络排障; REST API; 脚本; 自主无人机/机器人; 远程运维","为云连接无人机与机库系统完成企业网络中的安装、配置、测试、维护和软件集成，处理 WiFi/蜂窝/IP 连接问题，建立可规模化部署流程并通过 REST API、脚本及文档支持客户。","候选人的 4G、网络通信、设备管理平台和远程维护经验匹配度较高；虽非机械臂/VLA 岗，但属于机器人端云部署的现实切入口，可作为转型过渡岗位类型。","企业官方招聘系统（Ashby）","https://jobs.ashbyhq.com/skydio/f0013b6c-2389-426e-99d5-58b4ee4b1928/","未注明","2026-07-31"
